Waterloop;Lambert X/Y;X;Y;Omschrijving;Gemeente;Provincie;Bekken;Afvissingsmethode;Jaar;Datum;Nederlandse naam;Aantal per vangstinspanning;Eenheid
Kleine Hoofdgracht;206774/205478;206774;205478;850m SA N18;Balen;Antwerpen;Netebekken;Elektrisch;2015;30/10/2015;kopvoorn;5.00;per 100m
Kleine Hoofdgracht;206774/205478;206774;205478;850m SA N18;Balen;Antwerpen;Netebekken;Elektrisch;2021;01/06/2021;kopvoorn;1.00;per 100m
Kleine Hoofdgracht;206774/205478;206774;205478;850m SA N18;Balen;Antwerpen;Netebekken;Elektrisch;2015;30/10/2015;serpeling;4.00;per 100m
Kleine Hoofdgracht;206774/205478;206774;205478;850m SA N18;Balen;Antwerpen;Netebekken;Elektrisch;2021;01/06/2021;serpeling;1.00;per 100m
Kleine Hoofdgracht;206817/205577;206817;205577;SH15kwab_KH1;Balen;Antwerpen;Netebekken;Elektrisch;2015;02/06/2015;kopvoorn;;per 100m
Kleine Hoofdgracht;206817/205577;206817;205577;SH15kwab_KH1;Balen;Antwerpen;Netebekken;Elektrisch;2015;02/06/2015;serpeling;;per 100m
Kanaal van Bocholt naar Herentals;206896/214510;206896;214510;nabij natuurreservaat 'De Maat';Mol;Antwerpen;Netebekken;Elektrisch;2002;09/10/2002;kopvoorn;0.91;per 100m
Kanaal van Bocholt naar Herentals;206896/214510;206896;214510;nabij natuurreservaat 'De Maat';Mol;Antwerpen;Netebekken;Elektrisch;2020;25/09/2020;kopvoorn;0.20;per 100m
Mangelbeek;207170/185594;207170;185594;Lummen, Schalbroek, kleine molen;Lummen;Limburg;Demerbekken;Elektrisch;2009;02/04/2009;kopvoorn;1.00;per 100m
Mangelbeek;207170/185594;207170;185594;Lummen, Schalbroek, kleine molen;Lummen;Limburg;Demerbekken;Elektrisch;2012;29/03/2012;kopvoorn;1.00;per 100m
Mangelbeek;207170/185594;207170;185594;Lummen, Schalbroek, kleine molen;Lummen;Limburg;Demerbekken;Elektrisch;2020;02/03/2020;kopvoorn;44.00;per 100m
Asbeek;207307/203933;207307;203933;100m SO Brug;Balen;Antwerpen;Netebekken;Elektrisch;2018;23/05/2018;kopvoorn;1.00;per 100m
Kleine Hoofdgracht;207438/205922;207438;205922;SH15kwab_KH2;Balen;Antwerpen;Netebekken;Elektrisch;2015;02/06/2015;kopvoorn;;per 100m
Grote Nete;207534/205709;207534;205709;Schoor, Steenweg op Leopoldsburg;Balen;Antwerpen;Netebekken;Elektrisch;2023;25/09/2023;kopvoorn;1.00;per 100m
Zwarte Beek;207770/191310;207770;191310;SA Gestelse molen;Beringen;Limburg;Demerbekken;Elektrisch;2001;03/05/2001;kopvoorn;1.00;per 100m
Zwarte Beek;207770/191310;207770;191310;SA Gestelse molen;Beringen;Limburg;Demerbekken;Elektrisch;2003;18/04/2003;kopvoorn;10.00;per 100m
Zwarte Beek;207770/191310;207770;191310;SA Gestelse molen;Beringen;Limburg;Demerbekken;Elektrisch;2009;02/04/2009;kopvoorn;8.00;per 100m
Zwarte Beek;207770/191310;207770;191310;SA Gestelse molen;Beringen;Limburg;Demerbekken;Elektrisch;2019;13/03/2019;kopvoorn;45.00;per 100m
Zwarte Beek;207770/191310;207770;191310;SA Gestelse molen;Beringen;Limburg;Demerbekken;Elektrisch;2019;13/03/2019;serpeling;6.00;per 100m
Rauwput;207896/212913;207896;212913;Rauwput zone G elektrisch afgeviste oeverstrook (165m);Mol;Antwerpen;Netebekken;Elektrisch;2013;14/11/2013;serpeling;0.61;per 100m
Grote Nete;207965/205852;207965;205852;/;Balen;Antwerpen;Netebekken;Elektrisch;2019;24/06/2019;serpeling;5.43;per 100m
Asbeek;208496/203612;208496;203612;100m SA Bruine Kolk;Balen;Antwerpen;Netebekken;Elektrisch;2018;23/05/2018;kopvoorn;4.00;per 100m
Rauwput;208622/213212;208622;213212;Rauwput zone B elektrisch afgeviste oeverstrook (250m);Mol;Antwerpen;Netebekken;Elektrisch;2013;12/11/2013;serpeling;0.40;per 100m
Beek te Rauw;208793/212706;208793;212706;SH13_Taploop;Mol;Antwerpen;Netebekken;Elektrisch;2013;01/07/2013;kopvoorn;43.00;per 100m
Grote Nete;208874/206167;208874;206167;SH15_GNPeerLuyt;Balen;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;serpeling;10.00;per 100m
Grote Nete;208892/206158;208892;206158;SH15_GNPeerSA;Balen;Antwerpen;Netebekken;Elektrisch;2015;14/08/2015;kopvoorn;3.00;per 100m
Grote Nete;208892/206158;208892;206158;SH15_GNPeerSA;Balen;Antwerpen;Netebekken;Elektrisch;2015;14/08/2015;serpeling;20.00;per 100m
Grote Nete;208894/206155;208894;206155;SH14GN_Peerluyt;Balen;Antwerpen;Netebekken;Elektrisch;2014;28/08/2014;kopvoorn;7.00;per 100m
Grote Nete;208894/206155;208894;206155;SH14GN_Peerluyt;Balen;Antwerpen;Netebekken;Elektrisch;2014;28/08/2014;serpeling;1.00;per 100m
Grote Nete;208929/206144;208929;206144;/;Balen;Antwerpen;Netebekken;Elektrisch;2015;24/07/2015;serpeling;156.00;per 100m
Grote Nete;208929/206144;208929;206144;/;Balen;Antwerpen;Netebekken;Elektrisch;2020;12/05/2020;serpeling;2.00;per 100m
Grote Nete;208949/206142;208949;206142;Peer Luytendijk (100m);Balen;Antwerpen;Netebekken;Elektrisch;2015;16/02/2015;serpeling;10.00;per 100m
Maatloop;209038/214443;209038;214443;aan vijver Rauw Noord 750m SA;Mol;Antwerpen;Netebekken;Elektrisch;2014;21/10/2014;kopvoorn;22.00;per 100m
Beek te Rauw;209086/212990;209086;212990;Op de grens Mol-Lommel;Mol;Antwerpen;Netebekken;Elektrisch;2014;21/10/2014;kopvoorn;2.00;per 100m
;209220/212003;209220;212003;Gracht dwars op Esdoornstraat;Lommel;Limburg;;Elektrisch;2014;21/10/2014;kopvoorn;12.00;per 100m
Maatloop;209608/214497;209608;214497;aan Blauwe kei 140m SA;Lommel;Limburg;Netebekken;Elektrisch;2014;21/10/2014;kopvoorn;;per 100m
Maatloop;209608/214497;209608;214497;aan Blauwe kei 140m SA;Lommel;Limburg;Netebekken;Elektrisch;2019;07/10/2019;kopvoorn;105.71;per 100m
Kanaal naar Beverlo;209819/214529;209819;214529;Blauwe Kei;Lommel;Limburg;Netebekken;Elektrisch;1999;05/11/1999;kopvoorn;0.20;per 100m
Kanaal naar Beverlo;209819/214529;209819;214529;Blauwe Kei;Lommel;Limburg;Netebekken;Elektrisch;2005;26/10/2005;kopvoorn;2.60;per 100m
Kanaal naar Beverlo;209819/214529;209819;214529;Blauwe Kei;Lommel;Limburg;Netebekken;Elektrisch;2011;27/10/2011;kopvoorn;1.00;per 100m
Beek te Rauw;210188/213486;210188;213486;SO uitwatering Beek te Rauw;Lommel;Limburg;Netebekken;Elektrisch;2014;21/10/2014;kopvoorn;18.00;per 100m
Beek te Rauw;210188/213486;210188;213486;SO uitwatering Beek te Rauw;Lommel;Limburg;Netebekken;Elektrisch;2019;07/10/2019;kopvoorn;6.00;per 100m
Kanaal naar Beverlo;210433/212805;210433;212805;thv Katoenstraat;Lommel;Limburg;Netebekken;Elektrisch;2019;07/10/2019;kopvoorn;12.00;per 100m
Demer;210784/183983;210784;183983;540m SA Stuw;Hasselt;Limburg;Demerbekken;Elektrisch;2017;29/05/2017;kopvoorn;2.00;per 100m
Bypass Veldekermolen;210878/184046;210878;184046;SA Stuw;Hasselt;Limburg;Demerbekken;Elektrisch;2009;09/06/2009;kopvoorn;0.40;per 100m
Bypass Veldekermolen;210878/184046;210878;184046;SA Stuw;Hasselt;Limburg;Demerbekken;Elektrisch;2023;06/06/2023;kopvoorn;1.80;per 100m
Bypass Veldekermolen;210878/184046;210878;184046;SA Stuw;Hasselt;Limburg;Demerbekken;Elektrisch;2012;04/06/2012;serpeling;0.40;per 100m
Steenlaak;210913/184241;210913;184241;Tierwinkel;Lummen;Limburg;Demerbekken;Elektrisch;2001;14/03/2001;kopvoorn;1.00;per 100m
Zwarte Beek;211416/195124;211416;195124;Stalse molen SA;Beringen;Limburg;Demerbekken;Elektrisch;2003;18/04/2003;kopvoorn;12.00;per 100m
Zwarte Beek;211422/195165;211422;195165;SO Stalse molen;Beringen;Limburg;Demerbekken;Elektrisch;2001;02/05/2001;kopvoorn;127.00;per 100m
Zwarte Beek;211422/195165;211422;195165;SO Stalse molen;Beringen;Limburg;Demerbekken;Elektrisch;2003;18/04/2003;kopvoorn;1.00;per 100m
Brisdilloop;211569/204889;211569;204889;450m ten Z van Schoorheide;Balen;Antwerpen;Netebekken;Elektrisch;2019;08/10/2019;kopvoorn;6.25;per 100m
Laambeek;211819/187640;211819;187640;stroomafwaarts de weg;Heusden-Zolder;Limburg;Demerbekken;Elektrisch;2018;05/06/2018;kopvoorn;5.00;per 100m
Kleine Herk;212055/179002;212055;179002;Stevoort;Hasselt;Limburg;Demerbekken;Elektrisch;2019;21/10/2019;kopvoorn;1.39;per 100m
Grote Nete;212448/205755;212448;205755;Kerkhovensesteenweg, grens Balen, Lommel, Hechtel-Eksel;Lommel;Limburg;Netebekken;Elektrisch;2006;21/03/2006;kopvoorn;3.00;per 100m
Kanaal van Bocholt naar Herentals;212484/215835;212484;215835;Haven;Lommel;Limburg;Netebekken;Elektrisch;1996;08/10/1996;kopvoorn;0.80;per 100m
Kanaal van Bocholt naar Herentals;212484/215835;212484;215835;Haven;Lommel;Limburg;Netebekken;Netten;1997;23/05/1997;kopvoorn;;per 100m
Kanaal van Bocholt naar Herentals;212484/215835;212484;215835;Haven;Lommel;Limburg;Netebekken;Elektrisch;2002;09/10/2002;kopvoorn;0.20;per 100m
Kanaal van Bocholt naar Herentals;212484/215835;212484;215835;Haven;Lommel;Limburg;Netebekken;Elektrisch;2007;09/10/2007;kopvoorn;0.20;per 100m
Zwarte Beek;213175/196404;213175;196404;achter varkenskwekerij;Beringen;Limburg;Demerbekken;Elektrisch;2018;28/06/2018;kopvoorn;1.00;per 100m
Zwarte Beek;214329/197596;214329;197596;SA natuurreservaat;Beringen;Limburg;Demerbekken;Elektrisch;2009;02/04/2009;kopvoorn;2.00;per 100m
Zwarte Beek;214329/197596;214329;197596;SA natuurreservaat;Beringen;Limburg;Demerbekken;Elektrisch;2012;29/03/2012;kopvoorn;3.00;per 100m
Zwarte Beek;214329/197596;214329;197596;SA natuurreservaat;Beringen;Limburg;Demerbekken;Elektrisch;2014;01/08/2014;kopvoorn;3.00;per 100m
Slangbeek;215633/183291;215633;183291;Kuringen, naast L.G.T.B.;Hasselt;Limburg;Demerbekken;Elektrisch;2006;23/06/2006;kopvoorn;;per 100m
Slangbeek;215633/183291;215633;183291;Kuringen, naast L.G.T.B.;Hasselt;Limburg;Demerbekken;Elektrisch;2010;07/04/2010;kopvoorn;2.00;per 100m
Slangbeek;215633/183291;215633;183291;Kuringen, naast L.G.T.B.;Hasselt;Limburg;Demerbekken;Elektrisch;2010;03/06/2010;kopvoorn;15.38;per 100m
Slangbeek;215633/183291;215633;183291;Kuringen, naast L.G.T.B.;Hasselt;Limburg;Demerbekken;Elektrisch;2011;12/04/2011;kopvoorn;2.00;per 100m
Demer;216056/182155;216056;182155;stuw Prinsbeemden;Hasselt;Limburg;Demerbekken;Elektrisch;2014;19/06/2014;kopvoorn;0.20;per 100m
Molenarm Demer;216058/182203;216058;182203;zijarm molen Prinsenhof;Hasselt;Limburg;Demerbekken;Elektrisch;2006;05/04/2006;kopvoorn;7.33;per 100m
Molenarm Demer;216058/182203;216058;182203;zijarm molen Prinsenhof;Hasselt;Limburg;Demerbekken;Elektrisch;2009;10/06/2009;kopvoorn;0.33;per 100m
Molenarm Demer;216058/182203;216058;182203;zijarm molen Prinsenhof;Hasselt;Limburg;Demerbekken;Elektrisch;2018;02/07/2018;kopvoorn;0.89;per 100m
Molenarm Demer;216058/182203;216058;182203;zijarm molen Prinsenhof;Hasselt;Limburg;Demerbekken;Fuiken;2018;04/07/2018;kopvoorn;0.17;per fuik
Herk;216236/174496;216236;174496;Alken-centrum molen;Alken;Limburg;Demerbekken;Elektrisch;2021;05/03/2021;kopvoorn;4.00;per 100m
Grote Fossé;217983/215756;217983;215756;nabij de verbinding met het Kanaal Bocholt-Herentals;Lommel;Limburg;Maasbekken;Elektrisch;1997;21/04/1997;kopvoorn;0.83;per 100m
Bollisenbeek;223397/204756;223397;204756;/;Hechtel-Eksel;Limburg;Maasbekken;Elektrisch;2011;26/04/2011;kopvoorn;1.00;per 100m
Dommel;223448/217226;223448;217226;Lommels Goor;Pelt;Limburg;Maasbekken;Elektrisch;2007;23/04/2007;kopvoorn;1.50;per 100m
Dommel;223448/217226;223448;217226;Lommels Goor;Pelt;Limburg;Maasbekken;Elektrisch;2007;19/11/2007;kopvoorn;0.50;per 100m
Dommel;223448/217226;223448;217226;Lommels Goor;Pelt;Limburg;Maasbekken;Elektrisch;2008;21/04/2008;kopvoorn;0.50;per 100m
Dommel;223523/214512;223523;214512;SA kanaal, Volmolenstraat SO de weg, tussen kanaal en brug;Pelt;Limburg;Maasbekken;Elektrisch;2007;24/04/2007;kopvoorn;2.00;per 100m
Dommel;223523/214512;223523;214512;SA kanaal, Volmolenstraat SO de weg, tussen kanaal en brug;Pelt;Limburg;Maasbekken;Fuiken;2007;26/04/2007;kopvoorn;0.50;per fuik
Dommel;223523/214512;223523;214512;SA kanaal, Volmolenstraat SO de weg, tussen kanaal en brug;Pelt;Limburg;Maasbekken;Elektrisch;2007;20/11/2007;kopvoorn;0.50;per 100m
Dommel;223523/214512;223523;214512;SA kanaal, Volmolenstraat SO de weg, tussen kanaal en brug;Pelt;Limburg;Maasbekken;Fuiken;2008;20/04/2008;kopvoorn;0.50;per fuik
Dommel;223523/214512;223523;214512;SA kanaal, Volmolenstraat SO de weg, tussen kanaal en brug;Pelt;Limburg;Maasbekken;Elektrisch;2008;22/04/2008;kopvoorn;1.00;per 100m
Dommel;223530/215312;223530;215312;Hageven, Broeseinderdijk Neerpelt;Pelt;Limburg;Maasbekken;Elektrisch;2007;24/04/2007;kopvoorn;10.00;per 100m
Dommel;223530/215312;223530;215312;Hageven, Broeseinderdijk Neerpelt;Pelt;Limburg;Maasbekken;Elektrisch;2007;20/11/2007;kopvoorn;2.00;per 100m
Dommel;223913/213558;223913;213558;aan de brug, 50 m so en 50 sa;Pelt;Limburg;Maasbekken;Elektrisch;2007;24/04/2007;kopvoorn;1.00;per 100m
Dommel;223913/213558;223913;213558;aan de brug, 50 m so en 50 sa;Pelt;Limburg;Maasbekken;Fuiken;2007;26/04/2007;kopvoorn;1.00;per fuik
Dommel;223913/213558;223913;213558;aan de brug, 50 m so en 50 sa;Pelt;Limburg;Maasbekken;Elektrisch;2008;22/04/2008;kopvoorn;1.00;per 100m
Dommel;223913/213558;223913;213558;aan de brug, 50 m so en 50 sa;Pelt;Limburg;Maasbekken;Elektrisch;2007;22/11/2007;serpeling;5.00;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2007;19/11/2007;kopvoorn;3.00;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Fuiken;2007;21/11/2007;kopvoorn;0.10;per fuik
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2008;21/04/2008;kopvoorn;3.50;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Fuiken;2008;21/04/2008;kopvoorn;0.55;per fuik
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2016;30/03/2016;kopvoorn;1.83;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Fuiken;2016;30/03/2016;kopvoorn;0.25;per fuik
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2022;23/03/2022;kopvoorn;8.00;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2023;11/09/2023;kopvoorn;;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Elektrisch;2007;19/11/2007;serpeling;0.50;per 100m
Dommel;223953/218079;223953;218079;Hageven, Stenenbrug, begin van wandelpad;Pelt;Limburg;Maasbekken;Fuiken;2016;30/03/2016;serpeling;0.25;per fuik
Dommel;224472/212991;224472;212991;Slagmolen;Pelt;Limburg;Maasbekken;Elektrisch;2004;21/04/2004;kopvoorn;4.00;per 100m
Dommel;224635/211396;224635;211396;upstream till bridge;Pelt;Limburg;Maasbekken;Elektrisch;2016;01/04/2016;kopvoorn;17.00;per 100m
Dommel;224635/211396;224635;211396;upstream till bridge;Pelt;Limburg;Maasbekken;Elektrisch;2022;24/03/2022;kopvoorn;15.00;per 100m
Dommel;224635/211396;224635;211396;upstream till bridge;Pelt;Limburg;Maasbekken;Elektrisch;2016;01/04/2016;serpeling;4.00;per 100m
Dommel;224635/211396;224635;211396;upstream till bridge;Pelt;Limburg;Maasbekken;Elektrisch;2022;24/03/2022;serpeling;3.00;per 100m
Dommel;224721/207520;224721;207520;aan de kleine molen;Pelt;Limburg;Maasbekken;Elektrisch;2004;22/04/2004;kopvoorn;12.00;per 100m
Dommel;224721/207520;224721;207520;aan de kleine molen;Pelt;Limburg;Maasbekken;Elektrisch;2011;26/04/2011;kopvoorn;36.00;per 100m
Dommel;224721/207520;224721;207520;aan de kleine molen;Pelt;Limburg;Maasbekken;Fuiken;2020;20/08/2020;kopvoorn;1.00;per fuik
Dommel;224721/207520;224721;207520;aan de kleine molen;Pelt;Limburg;Maasbekken;Elektrisch;2011;26/04/2011;serpeling;8.00;per 100m
Dommel;224732/212007;224732;212007;Bemvoortse molen;Pelt;Limburg;Maasbekken;Elektrisch;2008;28/04/2008;kopvoorn;10.00;per 100m
Oude Dommel;224809/211911;224809;211911;/;Pelt;Limburg;Maasbekken;Elektrisch;2004;21/04/2004;kopvoorn;1.11;per 100m
Oude Dommel;224809/211911;224809;211911;/;Pelt;Limburg;Maasbekken;Elektrisch;2008;28/04/2008;kopvoorn;2.22;per 100m
Oude Dommel;224809/211911;224809;211911;/;Pelt;Limburg;Maasbekken;Elektrisch;2011;26/04/2011;kopvoorn;1.11;per 100m
Oude Dommel;224809/211911;224809;211911;/;Pelt;Limburg;Maasbekken;Elektrisch;2008;28/04/2008;serpeling;4.44;per 100m
Oude Dommel;224809/211911;224809;211911;/;Pelt;Limburg;Maasbekken;Elektrisch;2011;26/04/2011;serpeling;1.11;per 100m
Prinsenloop;226488/219958;226488;219958;Kork;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2009;04/03/2009;kopvoorn;9.00;per 100m
Prinsenloop;226488/219958;226488;219958;Kork;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2012;05/03/2012;kopvoorn;1.00;per 100m
Prinsenloop;226488/219958;226488;219958;Kork;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2016;30/03/2016;kopvoorn;8.00;per 100m
Kanaal van Bocholt naar Herentals;226576/214058;226576;214058;Linkeroever t.h.v. prinsenloop km paal 9,3;Pelt;Limburg;Maasbekken;Elektrisch;2014;18/09/2014;kopvoorn;33.33;per 100m
De Vliet;228459/219637;228459;219637;net voor de monding on de Warmbeek ter hoogte van Rozend;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2009;03/03/2009;serpeling;1.00;per 100m
Warmbeek;228487/213683;228487;213683;/;Pelt;Limburg;Maasbekken;Elektrisch;2009;03/03/2009;serpeling;2.00;per 100m
Warmbeek;228487/213683;228487;213683;/;Pelt;Limburg;Maasbekken;Elektrisch;2012;06/03/2012;serpeling;18.00;per 100m
Warmbeek;228579/213983;228579;213983;Northerly the  Bocholt-Herentals channel;Pelt;Limburg;Maasbekken;Elektrisch;2014;05/05/2014;serpeling;10.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2000;20/03/2000;kopvoorn;1.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2009;03/03/2009;kopvoorn;3.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2012;05/03/2012;kopvoorn;3.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2017;29/08/2017;kopvoorn;243.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2018;04/06/2018;kopvoorn;19.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2009;03/03/2009;serpeling;2.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2012;05/03/2012;serpeling;6.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2017;29/08/2017;serpeling;55.00;per 100m
Warmbeek;228823/218691;228823;218691;'t Mulken;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2018;04/06/2018;serpeling;10.00;per 100m
;228861/216114;228861;216114;Gracht langs militaire dijk;Hamont-Achel;Limburg;;Elektrisch;2014;05/05/2014;kopvoorn;1.67;per 100m
Warmbeek;228988/209549;228988;209549;ter hoogte van de weg Kaulille-Kleine-Brogel;Bocholt;Limburg;Maasbekken;Elektrisch;2009;04/03/2009;serpeling;1.00;per 100m
Demer;229465/176326;229465;176326;Rentfortmolen stuw;Bilzen;Limburg;Demerbekken;Elektrisch;2006;05/04/2006;kopvoorn;0.60;per 100m
Demer;229465/176326;229465;176326;Rentfortmolen stuw;Bilzen;Limburg;Demerbekken;Elektrisch;2009;11/06/2009;kopvoorn;0.80;per 100m
Demer;229465/176326;229465;176326;Rentfortmolen stuw;Bilzen;Limburg;Demerbekken;Elektrisch;2012;04/06/2012;kopvoorn;0.80;per 100m
Demer;229465/176326;229465;176326;Rentfortmolen stuw;Bilzen;Limburg;Demerbekken;Elektrisch;2020;24/06/2020;kopvoorn;2.00;per 100m
Demer;229465/176326;229465;176326;Rentfortmolen stuw;Bilzen;Limburg;Demerbekken;Elektrisch;2023;05/06/2023;kopvoorn;1.60;per 100m
;229800/213607;229800;213607;taploop langs Hork;Pelt;Limburg;;Elektrisch;2014;05/05/2014;kopvoorn;4.00;per 100m
Abeek;230176/200113;230176;200113;Dorpermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2014;22/05/2014;serpeling;61.00;per 100m
Abeek;230176/200113;230176;200113;Dorpermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;19/11/2015;serpeling;7.50;per 100m
Abeek;230414/202438;230414;202438;Hoogmolen Ellikom: 500m stroomaf van de molen, eerste bocht voorbij de bypass;Oudsbergen;Limburg;Maasbekken;Elektrisch;2008;30/09/2008;kopvoorn;5.60;per 100m
Abeek;230414/202438;230414;202438;Hoogmolen Ellikom: 500m stroomaf van de molen, eerste bocht voorbij de bypass;Oudsbergen;Limburg;Maasbekken;Elektrisch;2008;30/09/2008;serpeling;16.40;per 100m
Vellerloop;230519/202575;230519;202575;/;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;kopvoorn;13.00;per 100m
Vellerloop;230519/202575;230519;202575;/;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;serpeling;7.00;per 100m
Abeek;230584/202565;230584;202565;/;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;kopvoorn;1.00;per 100m
Abeek;230584/202565;230584;202565;/;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;serpeling;6.00;per 100m
Abeek;230591/202573;230591;202573;SH12Abeek_Hoogm;Oudsbergen;Limburg;Maasbekken;Elektrisch;2012;28/06/2012;kopvoorn;2.80;per 100m
Abeek;230591/202573;230591;202573;SH12Abeek_Hoogm;Oudsbergen;Limburg;Maasbekken;Elektrisch;2012;28/06/2012;serpeling;7.80;per 100m
Abeek;230591/202573;230591;202573;SH13Abeek_Hoogm;Oudsbergen;Limburg;Maasbekken;Elektrisch;2013;12/08/2013;kopvoorn;8.80;per 100m
Abeek;230591/202573;230591;202573;SH13Abeek_Hoogm;Oudsbergen;Limburg;Maasbekken;Elektrisch;2013;12/08/2013;serpeling;20.60;per 100m
Vellerloop;230594/202584;230594;202584;uitmonding Vellerloop aan Hoogmolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;kopvoorn;2.00;per 100m
Vellerloop;230594/202584;230594;202584;uitmonding Vellerloop aan Hoogmolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;23/09/2015;serpeling;4.00;per 100m
Abeek;230702/203680;230702;203680;Neermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;27/07/2015;kopvoorn;4.00;per 100m
Abeek;230702/203680;230702;203680;Neermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2010;08/04/2010;serpeling;12.00;per 100m
Abeek;230702/203680;230702;203680;Neermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2015;27/07/2015;serpeling;95.00;per 100m
Abeek;230702/203680;230702;203680;Neermolen;Oudsbergen;Limburg;Maasbekken;Elektrisch;2020;25/08/2020;serpeling;20.00;per 100m
Abeek;230860/203922;230860;203922;SH12Abeek_N73;Peer;Limburg;Maasbekken;Elektrisch;2012;28/06/2012;kopvoorn;5.20;per 100m
Abeek;230860/203922;230860;203922;SH12Abeek_N73;Peer;Limburg;Maasbekken;Elektrisch;2012;28/06/2012;serpeling;3.80;per 100m
Abeek;230860/203922;230860;203922;SH13Abeek_N73;Peer;Limburg;Maasbekken;Elektrisch;2013;24/07/2013;kopvoorn;6.80;per 100m
Abeek;230860/203922;230860;203922;SH13Abeek_N73;Peer;Limburg;Maasbekken;Elektrisch;2013;24/07/2013;serpeling;2.80;per 100m
Abeek;230887/204042;230887;204042;Reppel: 250m stroomaf brug te Reppel, dus stroomaf Reppelmolen;Peer;Limburg;Maasbekken;Elektrisch;2008;29/09/2008;serpeling;23.60;per 100m
;230945/212155;230945;212155;Linkeroever t.h.v. km paal 4,3;Hamont-Achel;Limburg;Maasbekken;Elektrisch;2014;18/09/2014;kopvoorn;20.00;per 100m
ZuidWillemsvaart;232844/211185;232844;211185;voor de sluis van Lozen;Bocholt;Limburg;Maasbekken;Elektrisch;2010;14/09/2010;kopvoorn;0.40;per 100m
ZuidWillemsvaart;232844/211185;232844;211185;voor de sluis van Lozen;Bocholt;Limburg;Maasbekken;Elektrisch;2018;03/10/2018;kopvoorn;0.20;per 100m
Abeek;233351/205468;233351;205468;Reppelmolen;Bocholt;Limburg;Maasbekken;Elektrisch;2013;22/07/2013;serpeling;3.20;per 100m
Abeek;233506/205584;233506;205584;SH12Abeek_Reppe;Bocholt;Limburg;Maasbekken;Elektrisch;2012;27/06/2012;serpeling;3.00;per 100m
Abeek;233508/205586;233508;205586;SH13Abeek_Reppe;Bocholt;Limburg;Maasbekken;Elektrisch;2013;22/07/2013;serpeling;3.20;per 100m
Abeek;233695/205587;233695;205587;Reppel: 250m stroomaf brug te Reppel, dus stroomaf Reppelmolen;Bocholt;Limburg;Maasbekken;Elektrisch;2008;01/10/2008;kopvoorn;16.40;per 100m
