Waterloop;Lambert X/Y;X;Y;Omschrijving;Gemeente;Provincie;Bekken;Afvissingsmethode;Jaar;Datum;Nederlandse naam;Aantal per vangstinspanning;Eenheid
Zanderbeek;249910/197813;249910;197813;Heppeneert, SO terugslagklep;Maaseik;Limburg;Maasbekken;Elektrisch;2003;11/03/2003;kopvoorn;3.00;per 100m
Zanderbeek;249910/197813;249910;197813;Heppeneert, SO terugslagklep;Maaseik;Limburg;Maasbekken;Elektrisch;2007;20/03/2007;kopvoorn;10.00;per 100m
Zanderbeek;249910/197813;249910;197813;Heppeneert, SO terugslagklep;Maaseik;Limburg;Maasbekken;Elektrisch;2012;02/04/2012;kopvoorn;27.00;per 100m
Zanderbeek;249920/198389;249920;198389;300m SO monding;Maaseik;Limburg;Maasbekken;Elektrisch;2017;14/04/2017;kopvoorn;6.00;per 100m
Zanderbeek;249921/197817;249921;197817;De Sloot, afwaarts winterdijk2;Maaseik;Limburg;Maasbekken;Elektrisch;2017;19/04/2017;kopvoorn;250.00;per 100m
Zanderbeek;249923/198645;249923;198645;Heppeneert;Maaseik;Limburg;Maasbekken;Elektrisch;2000;13/09/2000;kopvoorn;25.00;per 100m
Zanderbeek;249923/198645;249923;198645;Heppeneert;Maaseik;Limburg;Maasbekken;Elektrisch;2015;10/08/2015;kopvoorn;12.73;per 100m
Zanderbeek;249923/198645;249923;198645;Heppeneert;Maaseik;Limburg;Maasbekken;Elektrisch;2017;10/04/2017;kopvoorn;1.00;per 100m
Bosbeek;250084/199668;250084;199668;Bosbeek thv Maasweg;Maaseik;Limburg;Maasbekken;Elektrisch;2021;25/06/2021;kopvoorn;6.32;per 100m
Maas;250300/196065;250300;196065;Damiaan (49 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;1998;12/05/1998;kopvoorn;3.40;per 100m
Maas;250300/196065;250300;196065;Damiaan (49 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2002;14/05/2002;kopvoorn;2.60;per 100m
Maas;250300/196065;250300;196065;Damiaan (49 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2005;18/05/2005;kopvoorn;5.60;per 100m
Maas;250300/196065;250300;196065;Damiaan (49 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2012;22/05/2012;kopvoorn;16.80;per 100m
Maas;250300/196065;250300;196065;Damiaan (49 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2016;24/08/2016;kopvoorn;1.20;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;1997;07/03/1997;kopvoorn;4.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;1999;25/11/1999;kopvoorn;380.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;21/01/2000;kopvoorn;256.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;20/03/2000;kopvoorn;214.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;29/05/2000;kopvoorn;82.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;24/08/2000;kopvoorn;100.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;20/10/2000;kopvoorn;48.15;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2001;08/01/2001;kopvoorn;55.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2001;21/02/2001;kopvoorn;117.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2003;12/03/2003;kopvoorn;15.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2011;17/03/2011;kopvoorn;48.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;23/07/2015;kopvoorn;150.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;kopvoorn;32.50;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2021;25/06/2021;kopvoorn;9.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;24/08/2000;serpeling;1.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2000;20/10/2000;serpeling;1.85;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2001;21/02/2001;serpeling;9.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2007;20/03/2007;serpeling;2.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2011;17/03/2011;serpeling;4.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;23/07/2015;serpeling;28.00;per 100m
Bosbeek;250507/200109;250507;200109;aan de Aldeneikermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;serpeling;95.00;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;12/05/1998;kopvoorn;11.40;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2002;13/05/2002;kopvoorn;7.60;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2005;17/05/2005;kopvoorn;11.40;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2008;20/05/2008;kopvoorn;0.60;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2012;22/05/2012;kopvoorn;20.40;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2013;28/06/2013;kopvoorn;10.50;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2013;10/10/2013;kopvoorn;60.00;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2014;17/07/2014;kopvoorn;10.00;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2015;18/06/2015;kopvoorn;39.60;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2016;23/08/2016;kopvoorn;9.60;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2017;29/06/2017;kopvoorn;25.33;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2018;29/05/2018;kopvoorn;12.80;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2019;21/05/2019;kopvoorn;28.80;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2020;09/06/2020;kopvoorn;53.60;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;kopvoorn;6.80;per 100m
Maas;250513/199306;250513;199306;Schansberg (53 km);Maaseik;Limburg;Maasbekken;Elektrisch;2022;31/05/2022;kopvoorn;3.60;per 100m
Maas;250546/197747;250546;197747;Heppeneert (51 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;12/05/1998;kopvoorn;5.60;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;11/05/1998;kopvoorn;2.40;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2013;01/10/2013;kopvoorn;4.00;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2018;28/05/2018;kopvoorn;155.60;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2019;20/05/2019;kopvoorn;7.20;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2020;08/06/2020;kopvoorn;8.80;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2021;29/06/2021;kopvoorn;15.60;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2022;30/05/2022;kopvoorn;1.60;per 100m
Maas;250975/201975;250975;201975;Teggerse Plas (59 km);Maaseik;Limburg;Maasbekken;Elektrisch;2013;01/10/2013;serpeling;0.20;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2017;10/04/2017;kopvoorn;6.67;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2018;01/06/2018;kopvoorn;31.00;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2018;19/09/2018;kopvoorn;3.00;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2019;26/08/2019;kopvoorn;41.00;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2021;25/06/2021;kopvoorn;;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2018;19/09/2018;serpeling;1.00;per 100m
Bosbeek;251179/200682;251179;200682;Vanaf de monding, Herelaakweg, Aldeneik;Maaseik;Limburg;Maasbekken;Elektrisch;2019;26/08/2019;serpeling;1.00;per 100m
Witbeek;251238/203475;251238;203475;aan de stuw;Kinrooi;Limburg;Maasbekken;Elektrisch;2005;31/05/2005;kopvoorn;5.00;per 100m
Witbeek;251238/203475;251238;203475;aan de stuw;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;27/05/2010;kopvoorn;21.00;per 100m
Witbeek;251238/203475;251238;203475;aan de stuw;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;27/05/2010;serpeling;3.00;per 100m
Abeek;251322/202483;251322;202483;aan de monding in de Maas, ter hoogte van het recreatied;Kinrooi;Limburg;Maasbekken;Elektrisch;2013;10/10/2013;kopvoorn;2.00;per 100m
Grindplas Heerenlaak;251352/200057;251352;200057;Elektrisch zone 5 - Grindplas Herelaak;Maaseik;Limburg;Maasbekken;Elektrisch;2015;15/09/2015;kopvoorn;5.78;per 100m
Grindplas Heerenlaak;251471/200473;251471;200473;Elektrisch zone 7 - Grindplas Herelaak;Maaseik;Limburg;Maasbekken;Elektrisch;2007;24/05/2007;kopvoorn;3.14;per 100m
Grindplas Heerenlaak;251765/200433;251765;200433;Elektrisch zone 1 - Grindplas Herelaak;Maaseik;Limburg;Maasbekken;Elektrisch;2015;14/09/2015;kopvoorn;10.83;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;11/05/1998;kopvoorn;3.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2002;13/05/2002;kopvoorn;11.60;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2005;17/05/2005;kopvoorn;8.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2008;19/05/2008;kopvoorn;0.80;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2012;21/05/2012;kopvoorn;3.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2013;10/10/2013;kopvoorn;8.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2014;17/07/2014;kopvoorn;8.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2015;15/06/2015;kopvoorn;17.60;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2016;26/08/2016;kopvoorn;4.44;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2016;24/11/2016;kopvoorn;8.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2017;29/06/2017;kopvoorn;36.00;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2018;28/05/2018;kopvoorn;60.80;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2019;20/05/2019;kopvoorn;7.20;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2020;09/06/2020;kopvoorn;32.80;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2021;29/06/2021;kopvoorn;33.20;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2022;30/05/2022;kopvoorn;16.40;per 100m
Maas;251787/200757;251787;200757;jachthaven van lakerveld (57 km);Maaseik;Limburg;Maasbekken;Elektrisch;2020;09/06/2020;serpeling;4.80;per 100m
Grindplas Heerenlaak;251802/199225;251802;199225;Elektrisch zone 8 - Grindplas Herelaak;Maaseik;Limburg;Maasbekken;Elektrisch;2015;18/09/2015;kopvoorn;0.71;per 100m
Grindplas De Spaanjerd;251803/203518;251803;203518;Elektrovisserij zone 2 - grindplas Spanjaard;Kinrooi;Limburg;Maasbekken;Elektrisch;2006;04/09/2006;kopvoorn;0.15;per 100m
Witbeek;251891/205268;251891;205268;De oaj Melkeriej;Kinrooi;Limburg;Maasbekken;Elektrisch;2021;28/10/2021;kopvoorn;25.00;per 100m
Grindplas Heerenlaak;251954/199476;251954;199476;Elektrisch zone 4 - Grindplas Herelaak;Maaseik;Limburg;Maasbekken;Elektrisch;2015;15/09/2015;kopvoorn;0.80;per 100m
Maas;251967/199070;251967;199070;tussen kilometerpaal 54,6 en 54,5;Maaseik;Limburg;Maasbekken;Elektrisch;2015;08/07/2015;kopvoorn;2.00;per 100m
Grindplas De Spaanjerd;252196/204908;252196;204908;Elektrovisserij zone 6;Kinrooi;Limburg;Maasbekken;Elektrisch;2012;25/09/2012;kopvoorn;0.70;per 100m
Grindplas De Spaanjerd;252221/203552;252221;203552;Elektrovisserij zone 3 - grindplas Spanjaard;Kinrooi;Limburg;Maasbekken;Elektrisch;2006;04/09/2006;kopvoorn;0.63;per 100m
Raambeek;252279/206449;252279;206449;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2005;31/05/2005;kopvoorn;1.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2001;05/06/2001;kopvoorn;2.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2005;31/05/2005;kopvoorn;7.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;27/05/2010;kopvoorn;2.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2021;28/10/2021;kopvoorn;16.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2014;03/10/2014;serpeling;1.00;per 100m
Witbeek;252310/205769;252310;205769;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2021;28/10/2021;serpeling;1.00;per 100m
Maas;252346/199360;252346;199360;Klauwenhof (55 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;11/05/1998;kopvoorn;14.80;per 100m
Itterbeek;252407/206828;252407;206828;Bij natuurgebied Vijverbroek;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;02/09/2010;kopvoorn;18.00;per 100m
Itterbeek;252407/206828;252407;206828;Bij natuurgebied Vijverbroek;Kinrooi;Limburg;Maasbekken;Elektrisch;2017;24/04/2017;kopvoorn;12.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;1998;11/05/1998;kopvoorn;2.20;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2002;13/05/2002;kopvoorn;5.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2005;17/05/2005;kopvoorn;1.60;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2012;21/05/2012;kopvoorn;2.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2013;10/10/2013;kopvoorn;4.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2018;28/05/2018;kopvoorn;96.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2019;28/08/2019;kopvoorn;;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2020;08/06/2020;kopvoorn;8.00;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2021;29/06/2021;kopvoorn;0.40;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2022;17/11/2022;kopvoorn;;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2019;20/05/2019;serpeling;5.60;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2019;28/08/2019;serpeling;;per 100m
Maas;252524/203300;252524;203300;(61 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2020;08/06/2020;serpeling;5.60;per 100m
Grindplas De Spaanjerd;252865/204507;252865;204507;Elektrovisserij zone 4;Kinrooi;Limburg;Maasbekken;Elektrisch;2012;24/09/2012;kopvoorn;0.13;per 100m
Grindplas De Spaanjerd;252925/204125;252925;204125;Elektrovisserij zone 5;Kinrooi;Limburg;Maasbekken;Elektrisch;2012;25/09/2012;kopvoorn;3.31;per 100m
Grindplas De Spaanjerd;253076/204241;253076;204241;Elektrovisserij zone 1 - grindplas Spanjaard;Kinrooi;Limburg;Maasbekken;Elektrisch;2006;04/09/2006;kopvoorn;0.12;per 100m
Grindplas De Spaanjerd;253158/204315;253158;204315;Fuik 21;Kinrooi;Limburg;Maasbekken;Fuiken;2012;25/09/2012;kopvoorn;1.00;per fuik
Grindplas Kessenich;253229/205374;253229;205374;Fuik 13;Kinrooi;Limburg;Maasbekken;Fuiken;2007;09/05/2007;kopvoorn;0.50;per fuik
Grindplas Kessenich;253439/204759;253439;204759;Elektrovisserij zone A;Kinrooi;Limburg;Maasbekken;Elektrisch;2007;07/05/2007;kopvoorn;1.09;per 100m
Maas;253494/204537;253494;204537;Molensteen (63 km);Kinrooi;Limburg;Maasbekken;Elektrisch;1998;11/05/1998;kopvoorn;4.00;per 100m
Maas;253494/204537;253494;204537;Molensteen (63 km);Kinrooi;Limburg;Maasbekken;Elektrisch;2015;16/07/2015;kopvoorn;1.60;per 100m
Grindplas Kessenich;253680/204855;253680;204855;Elektrovisserij zone B;Kinrooi;Limburg;Maasbekken;Elektrisch;2013;09/07/2013;kopvoorn;1.64;per 100m
Grindplas Kessenich;253698/205036;253698;205036;Elektrovisserij zone C;Kinrooi;Limburg;Maasbekken;Elektrisch;2013;09/07/2013;serpeling;0.43;per 100m
Maas;253940/204852;253940;204852;Maas van verbinding grindplas Kessenich tot aan grens Nederland;Kinrooi;Limburg;Maasbekken;Elektrisch;2015;16/07/2015;kopvoorn;0.37;per 100m
Heidebeek;26021/178440;260210;178440;/;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2019;02/05/2019;kopvoorn;3.00;per 100m
IJzer;26150/179533;261500;179533;ter hoogte van Kruisstraat, grens Frankrijk;Alveringem;West-Vlaanderen;Ijzerbekken;Elektrisch;2019;24/05/2019;kopvoorn;0.42;per 100m
IJzer;27264/180334;272640;180334;ter hoogte van Dode Ijzer;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2011;24/05/2011;kopvoorn;0.20;per 100m
IJzer;27264/180334;272640;180334;ter hoogte van Dode Ijzer;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2019;24/05/2019;kopvoorn;0.20;per 100m
Poperingevaart;31564/169767;315640;169767;Abele, Brouwer Hoeve;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2010;04/05/2010;kopvoorn;21.00;per 100m
Poperingevaart;31639/169817;316390;169817;SH12_VletAbeele;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2012;03/08/2012;kopvoorn;0.40;per 100m
Poperingevaart;31639/169817;316390;169817;SH13_VletAbeele;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2013;12/07/2013;kopvoorn;1.60;per 100m
Poperingevaart;32253/170369;322530;170369;SH13_VletWinter;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2013;13/08/2013;kopvoorn;0.80;per 100m
Poperingevaart;33263/171284;332630;171284;SH12_VletRoodKr;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2012;03/08/2012;kopvoorn;2.20;per 100m
Poperingevaart;33263/171284;332630;171284;SH13_VletRoodKr;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2013;09/07/2013;kopvoorn;13.00;per 100m
Poperingevaart;33266/171285;332660;171285;Rood Kruis;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2017;05/05/2017;kopvoorn;9.00;per 100m
Poperingevaart;33266/171285;332660;171285;Rood Kruis;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2023;17/05/2023;kopvoorn;11.00;per 100m
Poperingevaart;33986/183320;339860;183320;/;Alveringem;West-Vlaanderen;Ijzerbekken;Elektrisch;2010;03/05/2010;serpeling;0.50;per 100m
Poperingevaart;34242/181172;342420;181172;Westvleteren;Vleteren;West-Vlaanderen;Ijzerbekken;Elektrisch;2010;03/05/2010;kopvoorn;1.00;per 100m
Poperingevaart;35707/174139;357070;174139;Pezelhoekstraat;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2023;17/05/2023;kopvoorn;1.00;per 100m
Poperingevaart;37003/176323;370030;176323;Woesten,Wippehoek;Poperinge;West-Vlaanderen;Ijzerbekken;Elektrisch;2022;28/06/2022;kopvoorn;5.00;per 100m
Kemmelbeek;39224/183739;392240;183739;Aan de broekstraat;Lo-Reninge;West-Vlaanderen;Ijzerbekken;Elektrisch;2019;26/04/2019;kopvoorn;0.50;per 100m
IJzer;39616/203487;396160;203487;stroomopwaarts het spaarbekken;Nieuwpoort;West-Vlaanderen;Ijzerbekken;Elektrisch;2016;11/04/2016;serpeling;0.50;per 100m
Oude vaart Ieper-Komen;44821/171728;448210;171728;Tulpenlaan, thv Tempelhof;Ieper;West-Vlaanderen;Ijzerbekken;Elektrisch;2009;16/09/2009;kopvoorn;0.50;per 100m
Vrouwbeek;62160/167183;621600;167183;Ons Dorp, baan Menen-Roeselare aan het rustoord;Menen;West-Vlaanderen;Leiebekken;Elektrisch;2002;16/04/2002;kopvoorn;1.00;per 100m
Bornebeek;73336/205389;733360;205389;thv monding kanaal;Oostkamp;West-Vlaanderen;Bekken Brugse polders;Elektrisch;2002;29/05/2002;kopvoorn;0.67;per 100m
Kanaal Roeselare  Leie;77900/176826;779000;176826;aan de sluis;Wielsbeke;West-Vlaanderen;Leiebekken;Elektrisch;2010;21/10/2010;kopvoorn;0.40;per 100m
;97305/171319;973050;171319;DVW11_OUD;Oudenaarde;Oost-Vlaanderen;Boven-Scheldebekken;Fuiken;2012;19/06/2012;kopvoorn;;per 100m
Maarkebeek;98677/167860;986770;167860;Aan eikenberg;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2019;10/05/2019;kopvoorn;3.00;per 100m
Maarkebeek;98908/167775;989080;167775;Borcht, aan de molen;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2010;01/04/2010;kopvoorn;2.30;per 100m
Maarkebeek;98908/167775;989080;167775;Borcht, aan de molen;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2010;01/04/2010;serpeling;9.20;per 100m
Maarkebeek;99582/167700;995820;167700;/;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2013;02/07/2013;kopvoorn;20.00;per 100m
Maarkebeek;99582/167700;995820;167700;/;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2019;10/05/2019;kopvoorn;46.00;per 100m
Maarkebeek;99582/167700;995820;167700;/;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2013;02/07/2013;serpeling;10.00;per 100m
Maarkebeek;99582/167700;995820;167700;/;Maarkedal;Oost-Vlaanderen;Boven-Scheldebekken;Elektrisch;2019;10/05/2019;serpeling;3.00;per 100m
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
